name,total_price_in_state,total_price_out_of_state,percent_admitted,yield,total_applicants,act_low,act_high,act_range,city,state,zip,address,longitude,latitude,affiliation,six_year_grad_rate,total_enrollment,website,phone_number,financial_aid_address,admissions_address,application_address,net_price_calculator,average_price_after_financial_aid,average_price_if_less_than_30000,average_price_if_less_than_48000,average_price_if_less_than_75000,average_price_if_less_than_110000,average_price_if_greater_than_110000,ncaa_membership,football_team?,basketball_team?,baseball_team?,cross_country_team?
University of Michigan-Dearborn,,,63,29,5199,21,27,21 - 27,Dearborn,MI,48128-1491,4901 Evergreen Rd,-83.231417,42.317287,public,52,8923,www.umd.umich.edu/,3135935000,www.umd.umich.edu/financialaid/,www.umd.umich.edu/admissions/,www.umd.umich.edu/apply/,www.umd.umich.edu/692585/,,,,,,,No,No,Yes,No,Yes
University of Michigan-Flint,23604,33060,79,27,3160,18,24,18 - 24,Flint,MI,48502-1950,303 E. Kearsley Street,-83.688474,43.018777,public,36,8574,www.umflint.edu,8107623000,www.umflint.edu/finaid/,www.umflint.edu/admissions/,www.umflint.edu/admissions/apply-now,webapps.umflint.edu/NetPriceCalculator/npcalc.htm,,,,,,,No,No,No,No,No
University of Minnesota-Crookston,23075,23075,72,41,920,19,24,19 - 24,Crookston,MN,56716-5001,2900 University Ave,-96.609863,47.802021,public,47,2850,www1.crk.umn.edu/,8008626466,www1.crk.umn.edu/financialaid/,www1.crk.umn.edu/admissions/,www1.crk.umn.edu/admissions/apply/,www3.crk.umn.edu/financialaid/costcalculator.html,,,,,,,Yes,Yes,Yes,Yes,No
University of Minnesota-Duluth,23860,27810,77,37,7740,22,26,22 - 26,Duluth,MN,55812,515 Darland Administration Bldg,-92.085177,46.818896,public,54,11093,www.d.umn.edu/,2187268000,www.d.umn.edu/onestop/student-finances/financial-aid/index.html,www.d.umn.edu/admissions/,www.d.umn.edu/admissions/online.html,www.d.umn.edu/admissions/Calculator.html,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Minnesota-Morris,23350,23350,64,23,2867,22,28,22 - 28,Morris,MN,56267,309 Behmler Hall,-95.901756,45.589829,public,60,1899,www.morris.umn.edu/,3205896035,www.morris.umn.edu/financialaid/,www.morris.umn.edu/prospective/,https://www.uminnesotamorris.org/application/splitter.htm,onestop.morris.umn.edu/aid/netpricecalculator/,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Minnesota-Rochester,25872,25872,38,52,580,22,26,22 - 26,Rochester,MN,55904,300 University Square  111 South Broadway,-92.463471,44.022339,public,,488,www.r.umn.edu/,8009470117,r.umn.edu/one-stop/students/finances/financial-aid,www.r.umn.edu/admissions,www.r.umn.edu/admissions/undergraduate/apply/,npc.collegeboard.org/student/app/tcumn,,,,,,,No,No,No,No,No
University of Minnesota-Twin Cities,26304,34724,45,27,44760,26,30,26 - 30,Minneapolis,MN,55455-0213,100 Church Street SE,-93.235352,44.977886,public,73,51147,www1.umn.edu/twincities/index.php,6126255000,onestop.umn.edu/finances/financial_aid/index.html,admissions.tc.umn.edu/,www.uofminn.org/apply/splitter.htm?&isndsl,https://npc.collegeboard.org/student/app/tcumn,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Mississippi,23372,36602,81,29,16101,21,27,21 - 27,University,MS,38677-1848,Oxford  Mississippi,-89.539377,34.362144,public,60,22503,www.olemiss.edu,6629157211,finaid.olemiss.edu,admissions.olemiss.edu,www.olemiss.edu/applynow,olemiss.studentaidcalculator.com/welcome.aspx,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Missouri-Columbia,24183,39840,78,40,21163,23,28,23 - 28,Columbia,MO,65211,105 Jesse Hall,-92.326429,38.941015,public,71,35425,missouri.edu/,5738822121,financialaid.missouri.edu/,admissions.missouri.edu/,admissions.missouri.edu/apply/index.php,financialaid.missouri.edu/cost-of-attendance/net-price-calculator.php,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Missouri-Kansas City,23671,34200,64,39,4295,21,28,21 - 28,Kansas City,MO,64110,5100 Rockhill Rd,-94.578039,39.035366,public,44,16146,www.umkc.edu/,8162351000,www.sfa.umkc.edu/site2/index.cfm,www.umkc.edu/admissions/,www.umkc.edu/apply/,https://www.sfa.umkc.edu/site2/netprice.cfm,,,,,,,Yes,No,Yes,No,Yes
University of Missouri-St Louis,23644,38062,76,39,1738,21,27,21 - 27,Saint Louis,MO,63121-4400,One University Boulevard,-90.308886,38.711297,public,47,17072,www.umsl.edu/,3145165000,www.umsl.edu/services/finaid/,www.umsl.edu/admission/,www.umsl.edu/admissions/applications.html,www.umsl.edu/services/finaid/npc/index.html,,,,,,,Yes,No,Yes,Yes,No
University of Mobile,35978,35978,58,47,1009,20,24,20 - 24,Mobile,AL,36613-2842,5735 College Parkway Drive,-88.128934,30.793247,private_non_profit,42,1600,www.umobile.edu,2516755990,www.umobile.edu/financialaid/,umobile.edu/undergraduate-admissions/,umobile.edu/apply/,tcc.noellevitz.com/(S(i2ma5wzihnqpsazmq43fszpq))/University%20of%20Mobile/Freshman-Students,19213,16024,16576,17917,20654,23233,No,No,Yes,Yes,Yes
University of Montevallo,25892,37262,74,40,1821,20,26,20 - 26,Montevallo,AL,35115-6000,Station 6001,-86.865099,33.10625,public,47,3070,www.montevallo.edu,2056656155,www.montevallo.edu/finaid/,www.montevallo.edu/admissions/,www.montevallo.edu/admissions/undergraduate-admissions/undergraduate-application/,www.montevallo.edu/admissions/undergraduate-admissions/financial-aid/net-price-calculator/,,,,,,,Yes,No,Yes,Yes,Yes
University of Mount Olive,29150,29150,47,28,2143,16,21,16 - 21,Mount Olive,NC,28365-0919,634 Henderson St,-78.071265,35.206314,private_non_profit,44,3456,www.umo.edu,9196582502,www.umo.edu/admissions/financial-aid,www.umo.edu/admissions,www.umo.edu/admissions/application,https://npc.collegeboard.org/student/app/moc,12245,11949,10962,12291,16445,17576,Yes,No,Yes,Yes,Yes
University of Mount Union,40825,40825,74,34,2529,21,25,21 - 25,Alliance,OH,44601-3993,1972 Clark Ave.,-81.108624,40.905093,private_non_profit,65,2262,www.mountunion.edu,8009926682,www.mountunion.edu/financial-aid,www.mountunion.edu/Admissions/,www.mountunion.edu/apply-to-university,www.mountunion.edu/net-price-calculator,24465,24746,24728,22826,22783,26060,Yes,Yes,Yes,Yes,Yes
University of Nebraska at Kearney,21291,27561,84,43,2706,20,25,20 - 25,Kearney,NE,68849-1212,905 W 25th St,-99.098237,40.700787,public,56,6902,www.unk.edu,3088658441,www.unk.edu/offices/financial_aid/index.php,www.unk.edu/admissions/apply.php,https://csprdnu.nebraska.edu/psc/csprdnu/EMPLOYEE/HRMS/c/OAA_ONLINE_APPLICATION.OAA_SIGNON_COMP.GBL?Page=OAA_APPLICATION01&Action=U&TEMPLATE_ID=NBK_UG,www.unk.edu/NetPriceCalculator/npcalc.htm,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Nebraska at Omaha,20350,32062,79,41,5750,19,26,19 - 26,Omaha,NE,68182-0225,6001 Dodge St,-96.010797,41.257746,public,46,15227,www.unomaha.edu,4025542800,www.unomaha.edu/admissions/financial-support-and-scholarships,www.unomaha.edu/admissions/index.php,https://apply.unomaha.edu,https://ebruno.unomaha.edu/net-price-calculator/,,,,,,,Yes,No,Yes,Yes,Yes
University of Nebraska Medical Center,,,,,, , , - ,Omaha,NE,68198-7815,42nd & Dewey Ave,-95.976147,41.255137,public,,3696,www.unmc.edu,4025594000,www.unmc.edu/financialaid/,www.unmc.edu/studentservices/admissions/index.html,www.unmc.edu/studentservices/admissions/index.html,,,,,,,,No,No,No,No,No
University of Nebraska-Lincoln,23377,37544,70,56,11865,22,28,22 - 28,Lincoln,NE,68588,14th and R St,-96.702177,40.822272,public,65,25006,www.unl.edu/,4024727211,www.unl.edu/scholfa/,admissions.unl.edu/,admissions.unl.edu/apply/,wam.unl.edu/cost/calculator.jsp,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Nevada-Las Vegas,22529,36439,87,60,7408,19,24,19 - 24,Las Vegas,NV,89154,4505 S Maryland Pky,-115.141153,36.106994,public,41,28515,www.unlv.edu/,7028953011,finaid.unlv.edu/,web.unlv.edu/admissions/,web.unlv.edu/admissions/apply.html,cashiering.unlv.edu/undergrad_calc.html,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Nevada-Reno,22812,36722,84,46,8832,21,26,21 - 26,Reno,NV,89557,North Virginia Street,-119.818424,39.545052,public,54,19934,www.unr.edu/,7757841110,www.unr.edu/financial-aid/,www.unr.edu/admissions,www.unr.edu/admissions/application-process/apply-now,www.finaid.unr.edu/NetPrice/,,,,,,,Yes,Yes,Yes,Yes,Yes
University of New England,51830,51830,86,16,4317,21,26,21 - 26,Biddeford,ME,04005-9599,11 Hills Beach Rd,-70.385882,43.458172,private_non_profit,58,6429,www.une.edu/,2072830171,www.une.edu/financialaid/,www.une.edu/admissions/,www.une.edu/admissions/undergrad/applying.cfm,www.une.edu/sfs/undergraduate/costs,32238,25080,27337,28118,32740,35000,Yes,No,Yes,No,Yes
University of New Hampshire at Manchester,,,70,46,254, , , - ,Manchester,NH,03101-1113,88 Commercial Street,-71.468764,42.990331,public,62,850,manchester.unh.edu,6036414321,manchester.unh.edu/admissions/financial-aid,manchester.unh.edu/admissions,https://manchester.unh.edu/admissions/apply-now,https://npc.collegeboard.org/student/app/unh,,,,,,,No,No,No,No,No
University of New Hampshire-Main Campus,31528,44798,80,22,18420,22,27,22 - 27,Durham,NH,03824-3547,105 Main St.  Thompson Hall,-70.934512,43.134235,public,78,15117,www.unh.edu,6038621234,financialaid.unh.edu/,admissions.unh.edu/,www.commonapp.org/CommonApp/default.aspx,npc.collegeboard.org/student/app/unh,,,,,,,Yes,Yes,Yes,No,Yes
University of New Haven,53030,53030,81,17,9006,21,26,21 - 26,West Haven,CT,06516-1916,300 Boston Post Road,-72.961472,41.291314,private_non_profit,56,6811,www.newhaven.edu,2039327000,www.newhaven.edu/admissions/ugrad/affordable/,www.newhaven.edu/admissions/ugrad/,www.newhaven.edu/admissions/apply/,https://newhaven.studentaidcalculator.com/survey.aspx,30798,25822,26062,29042,31381,33063,Yes,Yes,Yes,Yes,Yes
University of New Mexico-Main Campus,20665,34896,45,55,12574,20,25,20 - 25,Albuquerque,NM,87106,1700 Lomas Blvd NE,-106.620155,35.083868,public,45,27844,www.unm.edu,5052770111,finaid.unm.edu/,admissions.unm.edu,www.unm.edu/apply/,https://npc.collegeboard.org/student/app/unm,,,,,,,Yes,Yes,Yes,Yes,Yes
University of New Orleans,22073,35890,44,52,3828,21,25,21 - 25,New Orleans,LA,70148,2000 Lakeshore Drive,-90.068506,30.028539,public,34,9234,www.uno.edu,8885144275,www.uno.edu/finaid/,www.uno.edu/admissions/,www.uno.edu/admissions/apply/,www.uno.edu/admissions/npcalc.htm,,,,,,,Yes,No,Yes,Yes,Yes
University of North Alabama,18090,24186,68,50,2765,19,25,19 - 25,Florence,AL,35632-0001,One Harrison Plaza,-87.680999,34.80658,public,32,6841,www.una.edu,2567654100,www.una.edu/financial-aid/index.html,www.una.edu/admission,https://www.applyweb.com/aw?una,studentnpc.collegeboard.org/,,,,,,,Yes,Yes,Yes,Yes,Yes
University of North Carolina at Asheville,20264,35878,73,28,3090,24,28,24 - 28,Asheville,NC,28804-8510,One University Hts,-82.565259,35.616618,public,55,3845,www.unca.edu,8282516600,www.unca.edu/financialaid/,www.unca.edu/admissions/,www.unca.edu/apply,www2.unca.edu/ir/npcalc/,,,,,,,Yes,No,Yes,Yes,Yes
University of North Carolina at Chapel Hill,24349,49431,28,45,31332,28,32,28 - 32,Chapel Hill,NC,27599,103 South Bldg Cb 9100,-79.050969,35.912165,public,89,29135,www.unc.edu,9199622211,studentaid.unc.edu,www.admissions.unc.edu,www.admissions.unc.edu/Apply,https://npc.collegeboard.org/student/app/unc,,,,,,,Yes,Yes,Yes,Yes,Yes
University of North Carolina at Charlotte,20705,33876,64,33,15610,21,25,21 - 25,Charlotte,NC,28223-0001,9201 University City Blvd,-80.73579,35.306834,public,53,27238,www.uncc.edu,7046872000,finaid.uncc.edu,admissions.uncc.edu,admissions.uncc.edu/admissions/apply-now,calculator.uncc.edu/npcalc.htm,,,,,,,Yes,Yes,Yes,Yes,Yes
University of North Carolina at Greensboro,19499,34361,61,43,10040,21,25,21 - 25,Greensboro,NC,27402-6170,1400 Spring Garden St,-79.809844,36.067503,public,54,18647,www.uncg.edu,3363345000,fia.uncg.edu/,web.uncg.edu/adm/,admissions.uncg.edu/apply.php,fia.uncg.edu/NetPrice/npcalc.htm,,,,,,,Yes,No,Yes,Yes,Yes
University of North Carolina at Pembroke,18496,28944,73,36,4035,18,21,18 - 21,Pembroke,NC,28372-1510,One University Drive,-79.201895,34.687231,public,34,6269,www.uncp.edu,9105216000,www.uncp.edu/admissions-aid/costs-financial-aid-information/financial-aid,www.uncp.edu/admissions-aid,www.uncp.edu/admissions-aid,www.collegeportraits.org/NC/UNCP/estimator/agree,,,,,,,Yes,Yes,Yes,Yes,Yes
University of North Carolina School of the Arts,22947,38367,43,58,868,22,26,22 - 26,Winston-Salem,NC,27127-2738,1533 South Main St.,-80.236625,36.07482,public,62,958,www.uncsa.edu/,3367703399,www.uncsa.edu/financialaid,www.uncsa.edu/admissions,www.uncsa.edu/admissions/application.htm,www.uncsa.edu/financialaid/NetPriceCalculator/npcalc.htm,,,,,,,No,No,No,No,No
University of North Carolina Wilmington,22151,36017,59,32,11523,22,26,22 - 26,Wilmington,NC,28403-5963,601 South College Road,-77.875527,34.225223,public,69,14570,www.uncw.edu,9109623000,www.uncw.edu/finaid/,www.uncw.edu/admissions/,www.uncw.edu/admissions/apply.html,www.uncw.edu/finaid/Calc/npcalc.htm,,,,,,,Yes,No,Yes,Yes,Yes
University of North Dakota,19879,30813,86,48,4642,21,26,21 - 26,Grand Forks,ND,58202-8193,264 Centennial Drive  Stop 8193,-97.073451,47.919774,public,52,14906,und.edu,8002255863,und.edu/admissions/financial-aid/,und.edu/admissions/,https://app.applyyourself.com/AYApplicantLogin/fl_ApplicantConnectLogin.asp?id=NDUSUND,und.edu/admissions/financial-aid/financial-aid-estimator/index.php,,,,,,,Yes,Yes,Yes,Yes,Yes
University of North Florida,21102,35506,61,28,11154,22,26,22 - 26,Jacksonville,FL,32224-7699,1 UNF Drive,-81.507853,30.270917,public,48,15984,www.unf.edu,9046201000,www.unf.edu/onestop/finaid/,www.unf.edu/admissions/,www.unf.edu/admissions/applynow/,www.collegeportraits.org/FL/UNF/estimator/agree,,,,,,,Yes,No,Yes,Yes,Yes
University of North Georgia,18891,27284,69,63,7493,19,24,19 - 24,Dahlonega,GA,30597,82 College Circle,-83.986574,34.530527,public,53,16064,www.ung.edu,7068641400,ung.edu/financial-aid/index.php,ung.edu/landing/admissions.php,https://secure.gacollege411.org/applications/University_of_North_Georgia/apply.html,ung.edu/financial-aid/net-calculator.php,,,,,,,Yes,No,Yes,Yes,Yes
University of North Texas,22003,31363,65,40,16842,21,26,21 - 26,Denton,TX,76203-1277,1501 W.Chestnut Ave.,-97.151211,33.210958,public,48,36486,www.unt.edu,9405652000,financialaid.unt.edu,www.unt.edu/admissions.htm,www.unt.edu/vwbk/admission.htm,www.collegeforalltexans.com/apps/CollegeMoney/,,,,,,,Yes,Yes,Yes,No,Yes
University of North Texas at Dallas,,,82,16,933,16,20,16 - 20,Dallas,TX,75241,7300 University Hills Blvd,-96.805629,32.660268,public,,2575,untdallas.edu,9727803600,https://www.untdallas.edu/admissions-aid,https://www.untdallas.edu/admissions-aid,https://www.applytexas.org/adappc/gen/c_start.WBX,www.untdallas.edu/finaid/calculator,,,,,,,No,No,No,No,No
University of Northern Colorado,22532,34118,71,35,7831,19,25,19 - 25,Greeley,CO,80639,Carter Hall - Rm 4000,-104.701721,40.403178,public,45,12050,www.unco.edu,9703511890,www.unco.edu/ofa/index.asp,www.unco.edu/admissions/,www.unco.edu/decide.shtml,www.unco.edu/ofa/netpricecalc/,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Northern Iowa,20037,30225,78,50,5260,20,25,20 - 25,Cedar Falls,IA,50614-0005,1227 W 27th St,-92.459703,42.514923,public,66,11928,www.uni.edu,3192732311,www.uni.edu/finaid/,www.uni.edu/admissions/,www.uni.edu/admissions/apply/documents/undergrad_app.pdf,https://cgi.access.uni.edu/cgi-bin/calc_aid/calc_aid.cgi,,,,,,,Yes,Yes,Yes,No,Yes
University of Northwestern-St Paul,41120,41120,70,47,1356,21,27,21 - 27,Saint Paul,MN,55113-1598,3003 Snelling Ave N,-93.171579,45.032969,private_non_profit,66,3427,www.unwsp.edu,6516315100,www.unwsp.edu/web/undergraduate/financial-aid,www.unwsp.edu/web/undergrad,www.unwsp.edu/web/undergraduate/apply,https://www.unwsp.edu/web/undergraduate/net-price-calculator1,24448,19964,19896,21557,23863,29366,Yes,Yes,Yes,Yes,Yes
University of Notre Dame,64775,64775,21,53,17901,32,34,32 - 34,Notre Dame,IN,46556,400 Main Building,-86.238959,41.703058,private_non_profit,95,12179,www.nd.edu,5746315000,financialaid.nd.edu,admissions.nd.edu,www.commonapp.org,financialaid.nd.edu,27025,9048,11520,15965,23099,40836,Yes,Yes,Yes,Yes,Yes
University of Oklahoma-Health Sciences Center,,,,,, , , - ,Oklahoma City,OK,73104-5499,1100 N Lindsay,-97.496289,35.47928,public,,3499,ouhsc.edu,4052712332,ouhsc.edu/financialservices/SFA/,admissions.ouhsc.edu//default.aspx,apps.ouhsc.edu/admissions/,ouhsc.edu/financialservices/SFA/OUHSCCosts.asp,,,,,,,No,No,No,No,No
University of Oklahoma-Norman Campus,25160,38546,81,45,11331,23,29,23 - 29,Norman,OK,73019-3072,660 Parrington Oval,-97.445692,35.208152,public,66,27261,www.ou.edu,4053250311,www.ou.edu/financialaid.html,www.ou.edu/admissions.html,www.ou.edu/admissions/apply.html,netprice.ou.edu/,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Oregon,25169,46904,75,25,21359,22,27,22 - 27,Eugene,OR,97403,110 Johnson Hall,-123.07398,44.044515,public,67,24096,www.uoregon.edu,5413461000,financialaid.uoregon.edu,admissions.uoregon.edu,admissions.uoregon.edu/apply,https://uoregon.studentaidcalculator.com/welcome.aspx,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Pennsylvania,66800,66800,10,65,35866,31,34,31 - 34,Philadelphia,PA,19104-6303,34th & Spruce Street,-75.193618,39.951002,private_non_profit,96,24806,www.upenn.edu,2158985000,www.sfs.upenn.edu/,www.upenn.edu/admissions/,www.admissions.upenn.edu/apply/,https://npc.collegeboard.org/student/app/upenn,22694,7636,6330,12939,19110,37639,Yes,Yes,Yes,Yes,Yes
University of Phoenix-Alabama,,,,,, , , - ,Birmingham,AL,35242-2982,100 Corporate Parkway,-86.683445,33.417172,private_for_profit,,211,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17514,17367,18395,,,,No,No,No,No,No
University of Phoenix-Arizona,,,,,, , , - ,Tempe,AZ,85282,1625 West Fountainhead Parkway,-111.966181,33.40225,private_for_profit,7,195059,www.phoenix.edu,8667660766,faw.phoenix.edu/,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,14479,14359,15031,16485,18666,18778,No,No,No,No,No
University of Phoenix-Arkansas,,,,,, , , - ,Little Rock,AR,72211,10800 Financial Centre Pkwy,-92.395901,34.74906,private_for_profit,18,584,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17985,17521,20265,,23112,,No,No,No,No,No
University of Phoenix-California,,,,,, , , - ,Costa Mesa,CA,92626,3090 Bristol Street,-117.885468,33.685551,private_for_profit,16,23257,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18406,18226,18128,19426,20742,22700,No,No,No,No,No
University of Phoenix-Colorado,,,,,, , , - ,Lone Tree,CO,80124,10004 Park Meadows Dr,-104.873461,39.55177,private_for_profit,12,1674,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18260,17511,22319,21674,22824,,No,No,No,No,No
University of Phoenix-Connecticut,,,,,, , , - ,Norwalk,CT,06854-1700,535 Connecticut Ave,-73.443992,41.09697,private_for_profit,15,19,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,,,,,,,No,No,No,No,No
University of Phoenix-Florida,,,,,, , , - ,Orlando,FL,32819,8325 S Park Circle,-81.419471,28.44536,private_for_profit,16,3707,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18110,17906,19474,19486,,,No,No,No,No,No
University of Phoenix-Georgia,,,,,, , , - ,Sandy Springs,GA,30350,8200 Roberts Dr,-84.341891,33.98039,private_for_profit,15,2837,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17755,17728,18932,21797,22421,,No,No,No,No,No
University of Phoenix-Hawaii,,,,,, , , - ,Honolulu,HI,96813-3800,745 Fort Street,-157.863315,21.30851,private_for_profit,27,1593,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18375,17993,16757,21101,23796,,No,No,No,No,No
University of Phoenix-Idaho,,,,,, , , - ,Meridian,ID,83642-5114,1422 S. Tech Lane,-116.405376,43.592582,private_for_profit,9,245,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18208,18803,17102,,21949,,No,No,No,No,No
University of Phoenix-Illinois,,,,,, , , - ,Schaumburg,IL,60173-4395,1500 McConnor Pkwy,-88.042584,42.056237,private_for_profit,13,849,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18618,18578,19118,23524,23801,24052,No,No,No,No,No
University of Phoenix-Indiana,,,,,, , , - ,Indianapolis,IN,46250-1932,7999 Knue Rd,-86.05945,39.899315,private_for_profit,14,290,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17984,18098,15513,,,,No,No,No,No,No
University of Phoenix-Iowa,,,,,, , , - ,Des Moines,IA,50309-4109,317 6th Ave,-93.624531,41.58666,private_for_profit,33,36,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,,,,,,,No,No,No,No,No
University of Phoenix-Kentucky,,,,,, , , - ,Louisville,KY,40223-3839,10400 Linn Station Rd,-85.563612,38.223943,private_for_profit,13,192,www.phoenix.edu/,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17860,17746,18431,,,,No,No,No,No,No
University of Phoenix-Louisiana,,,,,, , , - ,Baton Rouge,LA,70808,2431 S Acadian Thruway,-91.150311,30.42225,private_for_profit,18,1028,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17023,16967,17062,,,22707,No,No,No,No,No
University of Phoenix-Maryland,,,,,, , , - ,Columbia,MD,21045-5423,8830 Stanford Blvd,-76.815804,39.189991,private_for_profit,10,460,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18427,17855,22694,17019,,,No,No,No,No,No
University of Phoenix-Massachusetts,,,,,, , , - ,Braintree,MA,02184-1744,19 Granite Street,-71.032471,42.22717,private_for_profit,5,198,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,19078,17655,17655,,,,No,No,No,No,No
University of Phoenix-Michigan,,,,,, , , - ,Southfield,MI,48076,26261 Evergreen Rd,-83.240998,42.482514,private_for_profit,11,1361,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,19055,19187,18664,,,,No,No,No,No,No
University of Phoenix-Minnesota,,,,,, , , - ,Saint Louis Park,MN,55426-4915,435 Ford Rd,-93.404827,44.975164,private_for_profit,13,146,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,20817,18768,,23065,22666,,No,No,No,No,No
University of Phoenix-Mississippi,,,,,, , , - ,Flowood,MS,39232-8205,120 Stone Creek Boulevard,-90.093047,32.334319,private_for_profit,,49,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17323,17323,,,,,No,No,No,No,No
University of Phoenix-Missouri,,,,,, , , - ,Saint Louis,MO,63043,Riverpoint Executive Center II  13801 Riverport Dr,-90.466727,38.757035,private_for_profit,11,1020,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,19135,19204,18274,24074,,,No,No,No,No,No
University of Phoenix-Nevada,,,,,, , , - ,Las Vegas,NV,89135,3755 Breakthrough Way,-115.322651,36.12133,private_for_profit,22,2090,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18314,18064,18135,18890,21480,,No,No,No,No,No
University of Phoenix-New Jersey,,,,,, , , - ,Jersey City,NJ,07310-1756,100 Town Square Pl,-74.033131,40.726763,private_for_profit,12,371,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17429,17578,16865,,,21348,No,No,No,No,No
University of Phoenix-New Mexico,,,,,, , , - ,Albuquerque,NM,87113-1570,5700 Pasadena NE,-106.585189,35.197066,private_for_profit,23,1473,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17131,17095,17718,21308,,,No,No,No,No,No
University of Phoenix-North Carolina,,,,,, , , - ,Charlotte,NC,28273,3800 Arco Corporate Dr,-80.949341,35.15266,private_for_profit,15,772,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17548,17505,18110,21942,20186,,No,No,No,No,No
University of Phoenix-Ohio,,,,,, , , - ,Beachwood,OH,44122-7343,3401 Enterprise Pkwy,-81.493691,41.466,private_for_profit,8,542,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,20115,19817,21180,,,25094,No,No,No,No,No
University of Phoenix-Oklahoma,,,,,, , , - ,Oklahoma City,OK,73116,3 Broadway Exec Pk  6501 N Broadway Ext,-97.515374,35.53774,private_for_profit,13,471,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17093,16719,,20827,,,No,No,No,No,No
